trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.76}",30,11,-44.353150420471685,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
2,False,"{'a': 0.3, 'e': 0.722}",30,12,-65.21166287458409,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
3,False,"{'a': 0.3, 'e': 0.6859}",20,11,-6.334959599748737,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
4,False,"{'a': 0.3, 'e': 0.6516049999999999}",25,15,-82.65447913850707,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
5,False,"{'a': 0.3, 'e': 0.6190247499999999}",20,0,-85.10248366604112,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
6,False,"{'a': 0.3, 'e': 0.5880735124999998}",25,0,-79.95808469518859,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.3, 'e': 0.5586698368749998}",20,0,-19.25543383888192,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
8,False,"{'a': 0.3, 'e': 0.5307363450312498}",25,0,-71.97020482505644,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
9,False,"{'a': 0.3, 'e': 0.5041995277796872}",35,17,-33.20624917279102,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
10,False,"{'a': 0.3, 'e': 0.4789895513907029}",20,3,-80.06565416313464,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
11,False,"{'a': 0.3, 'e': 0.45504007382116773}",25,10,-84.41250089313377,"{0: 7, 1: 2, 2: 3, 3: 3, 4: 0}",1
12,False,"{'a': 0.3, 'e': 0.43228807013010934}",25,0,-2.2893243151264984,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
13,False,"{'a': 0.3, 'e': 0.41067366662360383}",20,0,-79.6071400858429,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
14,False,"{'a': 0.3, 'e': 0.3901399832924236}",20,2,4.5076959841370705,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
15,False,"{'a': 0.3, 'e': 0.37063298412780243}",20,0,-14.393788155713345,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
16,False,"{'a': 0.3, 'e': 0.3521013349214123}",25,13,-5.074060014995904,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
17,False,"{'a': 0.3, 'e': 0.33449626817534167}",20,11,11.481818615338145,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
