trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 0.95}",30,10,-15.454588558889396,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.7, 'e': 0.9025}",20,3,0.05990310241136365,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.7, 'e': 0.8573749999999999}",25,10,-2.8908142809915063,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 0}",1
4,False,"{'a': 0.7, 'e': 0.8145062499999999}",20,0,-3.7356156908714713,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
5,False,"{'a': 0.7, 'e': 0.7737809374999999}",20,9,16.595574448401848,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.7, 'e': 0.7350918906249998}",20,9,-0.27866573920611426,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.7, 'e': 0.6983372960937497}",20,12,13.000915531081668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.7, 'e': 0.6634204312890623}",25,9,12.98437406093312,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
9,False,"{'a': 0.7, 'e': 0.6302494097246091}",20,10,11.774545830983543,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.7, 'e': 0.5987369392383786}",20,12,7.345593418872912,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.7, 'e': 0.5688000922764596}",20,8,3.238577464607749,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
12,False,"{'a': 0.7, 'e': 0.5403600876626365}",25,0,4.145543034556701,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 0.7, 'e': 0.5133420832795047}",25,3,18.74991953921314,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.7, 'e': 0.48767497911552943}",20,0,12.62461307127197,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.7, 'e': 0.46329123015975293}",20,7,5.678216188983525,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.7, 'e': 0.44012666865176525}",20,12,13.23723830884923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.7, 'e': 0.41812033521917696}",25,9,30.805877979720034,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.7, 'e': 0.3972143184582181}",20,0,3.242262253952096,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.7, 'e': 0.37735360253530714}",20,6,22.791780366356818,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.7, 'e': 0.35848592240854177}",20,7,21.87070954629578,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.7, 'e': 0.34056162628811465}",35,0,22.970034550019882,"{0: 30, 1: 5, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.7, 'e': 0.3235335449737089}",20,2,22.003421595599576,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.7, 'e': 0.30735686772502346}",20,0,32.357005743595785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.7, 'e': 0.2919890243387723}",25,0,2.553454268152536,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.7, 'e': 0.27738957312183365}",20,7,19.272228176914062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.7, 'e': 0.263520094465742}",20,10,14.610335952016321,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.7, 'e': 0.25034408974245487}",25,9,12.203049944311699,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.7, 'e': 0.2378268852553321}",20,6,9.683850733605093,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.7, 'e': 0.2259355409925655}",20,0,16.276396475906534,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.7, 'e': 0.2146387639429372}",20,0,16.12388038872996,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.7, 'e': 0.20390682574579033}",25,7,24.276340598350927,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.7, 'e': 0.1937114844585008}",25,0,24.74976917964228,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
33,False,"{'a': 0.7, 'e': 0.18402591023557577}",30,10,39.015094120926776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.7, 'e': 0.17482461472379698}",30,20,-8.949417105769182,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
35,False,"{'a': 0.7, 'e': 0.16608338398760714}",20,6,20.60998663646306,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.7, 'e': 0.15777921478822676}",20,5,30.945778595986738,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.7, 'e': 0.14989025404881542}",25,0,36.51405692168309,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.7, 'e': 0.14239574134637464}",20,0,30.248890550304175,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,False,"{'a': 0.7, 'e': 0.1352759542790559}",20,3,14.572316856832352,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.7, 'e': 0.1285121565651031}",25,9,16.947625701199787,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.7, 'e': 0.12208654873684793}",20,0,21.490081493143762,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.7, 'e': 0.11598222130000553}",25,12,18.698118469598587,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
