trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.95}",20,0,-26.282753189403252,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
2,False,"{'a': 0.3, 'e': 0.9025}",20,3,0.41508669628934736,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.3, 'e': 0.8573749999999999}",30,0,12.666383554705106,"{0: 25, 1: 5, 2: 0, 3: 0, 4: 0}",0
4,False,"{'a': 0.3, 'e': 0.8145062499999999}",20,2,-3.3870263117793282,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 0}",1
5,False,"{'a': 0.3, 'e': 0.7737809374999999}",25,7,7.477445674940791,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.3, 'e': 0.7350918906249998}",20,2,9.62431474451312,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.3, 'e': 0.6983372960937497}",20,0,10.900677567036045,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
8,False,"{'a': 0.3, 'e': 0.6634204312890623}",30,0,1.0623377864057617,"{0: 24, 1: 6, 2: 0, 3: 0, 4: 0}",0
9,False,"{'a': 0.3, 'e': 0.6302494097246091}",20,12,6.111494079515919,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.3, 'e': 0.5987369392383786}",25,8,19.006273716661305,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.3, 'e': 0.5688000922764596}",25,0,-1.2342114738337615,"{0: 20, 1: 5, 2: 0, 3: 0, 4: 0}",0
12,False,"{'a': 0.3, 'e': 0.5403600876626365}",20,0,25.342797136575903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 0.3, 'e': 0.5133420832795047}",20,7,22.53160001677087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.3, 'e': 0.48767497911552943}",20,2,26.878889641722374,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.3, 'e': 0.46329123015975293}",20,0,36.50452756748468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.3, 'e': 0.44012666865176525}",30,0,16.040052840617513,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.3, 'e': 0.41812033521917696}",20,0,-0.8668010533577934,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.3, 'e': 0.3972143184582181}",35,15,19.963976007283282,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.3, 'e': 0.37735360253530714}",25,0,21.2346698556842,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.3, 'e': 0.35848592240854177}",20,11,17.207117324050664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.3, 'e': 0.34056162628811465}",20,8,21.061582432760776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.3, 'e': 0.3235335449737089}",20,0,26.46882349082612,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.3, 'e': 0.30735686772502346}",20,0,4.7287262080381645,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.3, 'e': 0.2919890243387723}",30,12,19.453080151145063,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.3, 'e': 0.27738957312183365}",25,0,30.990928236753064,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.3, 'e': 0.263520094465742}",35,0,-3.7654064222648422,"{0: 32, 1: 1, 2: 0, 3: 2, 4: 0}",0
27,False,"{'a': 0.3, 'e': 0.25034408974245487}",20,0,30.68928206960151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.3, 'e': 0.2378268852553321}",30,4,35.56678448053475,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.3, 'e': 0.2259355409925655}",20,0,25.08597524576497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.3, 'e': 0.2146387639429372}",25,0,25.5691560316595,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.3, 'e': 0.20390682574579033}",25,5,10.978027248221373,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.3, 'e': 0.1937114844585008}",20,2,28.940346098610664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.3, 'e': 0.18402591023557577}",25,0,23.997494331397725,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
34,False,"{'a': 0.3, 'e': 0.17482461472379698}",20,4,27.122796293251927,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.3, 'e': 0.16608338398760714}",25,0,19.6801546084484,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.3, 'e': 0.15777921478822676}",25,16,17.912185836727247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.3, 'e': 0.14989025404881542}",30,0,34.612541747699396,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.3, 'e': 0.14239574134637464}",20,12,17.98162758909855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.3, 'e': 0.1352759542790559}",25,0,16.994070925255595,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
40,False,"{'a': 0.3, 'e': 0.1285121565651031}",20,2,27.747870763560776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.3, 'e': 0.12208654873684793}",20,8,17.48667155835089,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.3, 'e': 0.11598222130000553}",25,0,30.39654220103958,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
43,False,"{'a': 0.3, 'e': 0.11018311023500525}",25,3,31.010738302922384,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.3, 'e': 0.10467395472325498}",25,0,31.742590120588662,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
