trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.95}",20,0,-9.162084821591337,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9025}",20,4,-4.610771007144477,"{0: 11, 1: 5, 2: 0, 3: 0, 4: 0}",1
3,False,"{'a': 0.5, 'e': 0.8573749999999999}",30,0,8.745439171428208,"{0: 24, 1: 6, 2: 0, 3: 0, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.8145062499999999}",20,11,10.565901431035714,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,False,"{'a': 0.5, 'e': 0.7737809374999999}",20,2,4.121608853756992,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.5, 'e': 0.7350918906249998}",20,8,23.147947366018187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0.6983372960937497}",20,0,14.30774647317629,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.6634204312890623}",20,0,5.796532790942677,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.6302494097246091}",35,0,25.406179334228813,"{0: 31, 1: 4, 2: 0, 3: 0, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.5987369392383786}",25,4,9.85738393122213,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.5688000922764596}",20,6,26.840288500129386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.5, 'e': 0.5403600876626365}",20,2,8.372769202694846,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.5133420832795047}",25,14,16.598522679359284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.48767497911552943}",20,0,13.047683629811093,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.46329123015975293}",25,8,24.53228490384294,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.44012666865176525}",20,0,15.59720917634246,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.41812033521917696}",20,0,32.86162756940183,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.3972143184582181}",25,4,27.00894948405843,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 0.37735360253530714}",30,15,11.059641103457672,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.35848592240854177}",20,0,27.30235035756579,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.34056162628811465}",30,10,26.7351498320833,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.3235335449737089}",25,0,2.1972067211003963,"{0: 19, 1: 6, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.30735686772502346}",20,7,20.76938341197013,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.2919890243387723}",20,0,9.05238557654483,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.27738957312183365}",30,14,19.415043022714386,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.263520094465742}",25,7,21.842386909538256,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.25034408974245487}",30,10,35.950477203389134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.2378268852553321}",20,9,11.399626405566009,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.2259355409925655}",20,0,30.162532737398337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.2146387639429372}",20,8,8.88947807108501,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.20390682574579033}",25,13,10.81357195480134,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.1937114844585008}",20,11,18.402829566976905,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.18402591023557577}",30,16,14.903953790438544,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.17482461472379698}",20,0,8.265790889574799,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.16608338398760714}",20,0,19.551968670675738,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.15777921478822676}",25,6,21.912293514648276,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.14989025404881542}",20,0,33.02408149699614,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.14239574134637464}",35,21,19.094551643104246,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.1352759542790559}",25,4,21.694291885481636,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.1285121565651031}",20,6,20.539426143985644,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.12208654873684793}",20,0,25.256574225545936,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.11598222130000553}",20,8,12.945297405492628,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.11018311023500525}",25,7,30.149198447045027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.10467395472325498}",20,4,26.035019151941505,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.09944025698709223}",25,3,29.13124536930246,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.09446824413773762}",30,15,29.67975311919283,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.08974483193085074}",20,6,19.851856028965226,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.0852575903343082}",20,9,20.23972187431701,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.08099471081759278}",25,0,36.15842195821735,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.07694497527671314}",20,0,14.17121552778322,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.07309772651287748}",30,6,25.400154317351284,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.0694428401872336}",25,0,30.200362121447668,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.0659706981778719}",20,0,11.863545509096028,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.0626721632689783}",20,0,20.594152461135046,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.059538555105529384}",20,12,13.917022898643898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.05656162735025291}",25,0,38.978827777868744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
