trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.95}",25,16,-28.030714483966975,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9025}",25,13,-90.35230471534992,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 2}",1
3,False,"{'a': 0.5, 'e': 0.8573749999999999}",20,0,-122.49600619261396,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.8145062499999999}",30,17,-33.984560847632984,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
5,False,"{'a': 0.5, 'e': 0.7737809374999999}",25,2,-66.66535828047239,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
6,False,"{'a': 0.5, 'e': 0.7350918906249998}",20,11,-8.388158719068048,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0.6983372960937497}",20,4,-62.988670028822696,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
8,False,"{'a': 0.5, 'e': 0.6634204312890623}",20,0,-55.921449018998345,"{0: 15, 1: 1, 2: 1, 3: 3, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.6302494097246091}",20,2,-13.678261631339774,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.5987369392383786}",30,0,-95.5262165738361,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.5688000922764596}",25,16,-52.21304776526672,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
12,False,"{'a': 0.5, 'e': 0.5403600876626365}",20,0,-61.33644650786267,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.5133420832795047}",20,0,-33.173117563589415,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.48767497911552943}",30,0,-67.76879891810523,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.46329123015975293}",20,0,-44.317962383298635,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.44012666865176525}",20,0,-3.5292138322542264,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.41812033521917696}",25,14,12.865842852256781,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.3972143184582181}",30,0,-87.7218561507079,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.37735360253530714}",25,13,-59.48499353179533,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.35848592240854177}",20,6,-16.609869926463446,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.34056162628811465}",20,13,1.0217177920130978,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.3235335449737089}",20,7,-22.373982298981414,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
23,False,"{'a': 0.5, 'e': 0.30735686772502346}",25,0,-24.240210632357346,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.2919890243387723}",20,15,8.52733408176034,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.27738957312183365}",25,0,3.3061834063837576,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.263520094465742}",35,0,37.29182632107259,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.25034408974245487}",25,8,9.887580361791187,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.2378268852553321}",20,14,3.318212857743336,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.2259355409925655}",20,0,10.97584227384482,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.2146387639429372}",25,11,21.277763447400947,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.20390682574579033}",25,8,18.991763673640797,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.1937114844585008}",20,9,18.00058636978584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.18402591023557577}",20,10,-51.0144569664672,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
34,False,"{'a': 0.5, 'e': 0.17482461472379698}",20,7,1.7888675529313494,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.16608338398760714}",20,0,-88.51147397510307,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.15777921478822676}",25,12,-7.851218922765027,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.14989025404881542}",20,0,-21.65703993515183,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.14239574134637464}",20,9,-18.485772615392012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
39,False,"{'a': 0.5, 'e': 0.1352759542790559}",25,15,17.534613320653186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.1285121565651031}",20,2,16.700435649270805,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.12208654873684793}",30,19,18.47284937716086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.11598222130000553}",20,8,9.923030042247724,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.11018311023500525}",25,17,-27.039033883083903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
44,False,"{'a': 0.5, 'e': 0.10467395472325498}",35,15,12.396197926607162,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.09944025698709223}",20,8,-4.321969019997584,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.09446824413773762}",20,12,16.285779816325487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.08974483193085074}",25,15,9.08907125534316,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.0852575903343082}",25,0,11.459315996505664,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.08099471081759278}",30,7,32.276918123409736,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.07694497527671314}",25,0,23.985675962997615,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.07309772651287748}",20,10,-15.806363664772881,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.0694428401872336}",25,17,14.445834388821835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.0659706981778719}",25,12,21.80170446659453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.0626721632689783}",25,16,8.16559749189261,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.059538555105529384}",25,18,5.276188198600457,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.05656162735025291}",20,0,-0.8250335608293639,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.053733545982740265}",20,13,13.335934017757168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.05104686868360325}",20,0,22.688319374747895,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
