trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.855}",20,5,-136.9767664663812,"{0: 5, 1: 1, 2: 6, 3: 2, 4: 1}",1
2,False,"{'a': 0.1, 'e': 0.8122499999999999}",25,11,-67.78800709814384,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
3,False,"{'a': 0.1, 'e': 0.7716374999999999}",35,5,-281.22155473036423,"{0: 13, 1: 1, 2: 10, 3: 2, 4: 4}",1
4,False,"{'a': 0.1, 'e': 0.7330556249999999}",20,6,-22.588762878170822,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
5,False,"{'a': 0.1, 'e': 0.6964028437499998}",25,9,-49.28823423683337,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 0}",1
6,False,"{'a': 0.1, 'e': 0.6615827015624998}",20,0,-155.22580618857717,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
7,False,"{'a': 0.1, 'e': 0.6285035664843748}",25,0,-63.960522434357905,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
8,False,"{'a': 0.1, 'e': 0.597078388160156}",20,15,-2.7887191032062155,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,False,"{'a': 0.1, 'e': 0.5672244687521482}",20,4,-41.88675722592071,"{0: 10, 1: 3, 2: 1, 3: 2, 4: 0}",1
10,False,"{'a': 0.1, 'e': 0.5388632453145408}",25,7,-20.617777278941425,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
11,False,"{'a': 0.1, 'e': 0.5119200830488138}",25,9,-54.7658878837597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
12,False,"{'a': 0.1, 'e': 0.486324078896373}",30,3,-55.01475583381963,"{0: 20, 1: 5, 2: 0, 3: 1, 4: 1}",1
13,False,"{'a': 0.1, 'e': 0.4620078749515544}",20,0,-20.1181875190608,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
14,False,"{'a': 0.1, 'e': 0.43890748120397666}",25,5,-75.76375326699646,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
15,False,"{'a': 0.1, 'e': 0.4169621071437778}",25,14,-28.691718042408663,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
16,False,"{'a': 0.1, 'e': 0.3961140017865889}",25,7,-28.822618436907216,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
17,False,"{'a': 0.1, 'e': 0.37630830169725943}",25,12,1.1068597667392708,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.3574928866123964}",35,0,-71.71346819773926,"{0: 25, 1: 6, 2: 2, 3: 1, 4: 1}",0
19,False,"{'a': 0.1, 'e': 0.33961824228177656}",25,13,10.577053760285873,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.1, 'e': 0.3226373301676877}",20,0,-89.66986958267367,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
21,False,"{'a': 0.1, 'e': 0.3065054636593033}",20,9,14.488281589653512,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.1, 'e': 0.29118019047633814}",25,3,-50.92768649381696,"{0: 16, 1: 4, 2: 0, 3: 1, 4: 1}",1
23,False,"{'a': 0.1, 'e': 0.2766211809525212}",20,14,-7.864806997547799,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
24,False,"{'a': 0.1, 'e': 0.26279012190489515}",20,13,3.079597306596267,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.1, 'e': 0.24965061580965037}",25,5,27.170146051930594,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.1, 'e': 0.23716808501916783}",25,11,1.32916971441435,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
27,False,"{'a': 0.1, 'e': 0.22530968076820942}",25,13,12.684555373646354,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.1, 'e': 0.21404419672979894}",20,7,-30.80032603723653,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
29,False,"{'a': 0.1, 'e': 0.20334198689330898}",25,16,2.0539300546509365,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.1, 'e': 0.19317488754864354}",25,0,-42.77930548904469,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
31,False,"{'a': 0.1, 'e': 0.18351614317121134}",25,15,23.101258808199553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.1, 'e': 0.17434033601265078}",25,14,14.468281282687272,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.1, 'e': 0.16562331921201823}",20,14,10.209306295621522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.1, 'e': 0.15734215325141732}",20,0,16.530176618782367,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
35,False,"{'a': 0.1, 'e': 0.14947504558884644}",30,23,13.543069538566115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.1, 'e': 0.14200129330940411}",25,17,7.80502466974746,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.1, 'e': 0.1349012286439339}",25,14,-4.170257812125817,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
38,False,"{'a': 0.1, 'e': 0.1281561672117372}",20,14,11.048722953793302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.1, 'e': 0.12174835885115033}",20,7,6.01773494918686,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.1, 'e': 0.11566094090859282}",20,12,11.641217703650698,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.1, 'e': 0.10987789386316317}",20,5,-45.416132322580985,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
42,False,"{'a': 0.1, 'e': 0.104383999170005}",30,10,-4.029191883025004,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
43,False,"{'a': 0.1, 'e': 0.09916479921150474}",30,20,19.914797283986594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.1, 'e': 0.0942065592509295}",20,6,19.267641604210457,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.1, 'e': 0.08949623128838302}",30,11,23.499814357031667,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.1, 'e': 0.08502141972396386}",30,18,24.632004635454667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.1, 'e': 0.08077034873776566}",20,3,19.30248626474287,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.1, 'e': 0.07673183130087738}",20,1,22.33315193706416,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.1, 'e': 0.0728952397358335}",25,11,20.724348404735974,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.1, 'e': 0.06925047774904183}",20,13,12.769970170564049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.1, 'e': 0.06578795386158974}",25,8,24.468776001848564,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.1, 'e': 0.06249855616851025}",20,0,16.42899167705618,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.1, 'e': 0.05937362836008474}",25,15,5.502454272471999,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
