trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 0.95}",20,0,-59.72188265832317,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
2,False,"{'a': 0.7, 'e': 0.9025}",25,0,-153.99453501696513,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
3,False,"{'a': 0.7, 'e': 0.8573749999999999}",30,0,-99.46026976787971,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
4,False,"{'a': 0.7, 'e': 0.8145062499999999}",20,0,-77.64093756164523,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
5,False,"{'a': 0.7, 'e': 0.7737809374999999}",25,0,-159.38383441208123,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
6,False,"{'a': 0.7, 'e': 0.7350918906249998}",30,0,-117.76071699947526,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.7, 'e': 0.6983372960937497}",20,0,-126.72478892125883,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
8,False,"{'a': 0.7, 'e': 0.6634204312890623}",20,0,-58.80767133239486,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
9,False,"{'a': 0.7, 'e': 0.6302494097246091}",25,0,-128.8003661588733,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
10,False,"{'a': 0.7, 'e': 0.5987369392383786}",30,19,-7.176198114281714,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
11,False,"{'a': 0.7, 'e': 0.5688000922764596}",35,0,-146.99181251707012,"{0: 25, 1: 2, 2: 5, 3: 0, 4: 3}",0
12,False,"{'a': 0.7, 'e': 0.5403600876626365}",20,3,-27.183237684231678,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
13,False,"{'a': 0.7, 'e': 0.5133420832795047}",35,0,-13.049319095244355,"{0: 30, 1: 3, 2: 1, 3: 1, 4: 0}",0
14,False,"{'a': 0.7, 'e': 0.48767497911552943}",20,0,-44.42595034655564,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.7, 'e': 0.46329123015975293}",25,11,-23.445407583975893,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.7, 'e': 0.44012666865176525}",25,17,-4.613917454564354,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.7, 'e': 0.41812033521917696}",20,9,19.714668100896457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.7, 'e': 0.3972143184582181}",20,0,13.1203166200155,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.7, 'e': 0.37735360253530714}",25,0,-22.247521044952766,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
20,False,"{'a': 0.7, 'e': 0.35848592240854177}",25,0,-125.33585221564753,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
21,False,"{'a': 0.7, 'e': 0.34056162628811465}",20,13,-31.224818910109732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
22,False,"{'a': 0.7, 'e': 0.3235335449737089}",20,15,10.772194169077332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,False,"{'a': 0.7, 'e': 0.30735686772502346}",25,1,-36.083081655286456,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
24,False,"{'a': 0.7, 'e': 0.2919890243387723}",20,0,12.56583437644915,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
25,False,"{'a': 0.7, 'e': 0.27738957312183365}",30,0,-1.4505179869514662,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.7, 'e': 0.263520094465742}",30,13,-32.431834089160105,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
27,False,"{'a': 0.7, 'e': 0.25034408974245487}",20,3,-16.716410129367873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
28,False,"{'a': 0.7, 'e': 0.2378268852553321}",30,0,32.42098177470198,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.7, 'e': 0.2259355409925655}",20,0,-38.66014136355709,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
30,False,"{'a': 0.7, 'e': 0.2146387639429372}",25,0,12.493082906581089,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.7, 'e': 0.20390682574579033}",30,0,-47.61815306430191,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
32,False,"{'a': 0.7, 'e': 0.1937114844585008}",20,0,-28.9485307028422,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
33,False,"{'a': 0.7, 'e': 0.18402591023557577}",25,13,-8.536963487640225,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
34,False,"{'a': 0.7, 'e': 0.17482461472379698}",35,0,-51.26131884811232,"{0: 29, 1: 3, 2: 1, 3: 1, 4: 1}",0
35,False,"{'a': 0.7, 'e': 0.16608338398760714}",20,0,26.47718465552529,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.7, 'e': 0.15777921478822676}",20,12,-6.770174280040022,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
37,False,"{'a': 0.7, 'e': 0.14989025404881542}",25,6,0.3409151933761241,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.7, 'e': 0.14239574134637464}",25,18,15.412417546041382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.7, 'e': 0.1352759542790559}",20,0,21.157564495659557,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
